term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
hsa-miR-6079	-0.212238624	0.100070752	0.999999037	0.624064759	"['SCD', 'HIST1H2BB', 'LMNB2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3120-3p	-0.273657857	0.12902999	0.999999924	0.624064759	"['PDE4D', 'LIFR', 'C1ORF50']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-6515-5p	-0.246692865	0.116315966	0.999999924	0.624064759	"['HAND2', 'ADCY5', 'PTGS1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-342-5p	-0.162315766	0.076532068	0.999999037	0.624064759	"['CCNE1', 'AKR1B1', 'LMNB2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-1271-5p	0.561138257	-0.264137786	0.999999924	0.62455378	"['SYNM', 'RGS2']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4446-3p	0.482964269	-0.227339895	0.999999037	0.62455378	"['E2F1', 'SPTBN2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3166	0.479041449	-0.225493354	0.999999924	0.62455378	"['JPH2', 'FERMT2']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4511	0.621666951	-0.292629722	0.999999037	0.62455378	"['SCD', 'ZWINT']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-1295b-3p	0.594894527	-0.280027464	0.999999037	0.62455378	"['CDK1', 'LMNB2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3118	0.571872731	-0.269190694	0.999999037	0.62455378	"['F8A2', 'F8A3']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-1199-5p	0.557305939	-0.262333845	0.999999037	0.62455378	"['CYB561', 'RNF103-CHMP3']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-1199-5p	0.445476246	-0.209693614	0.999999924	0.62455378	"['BTG2', 'CORO1C']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-3923	-0.957441936	0.45042528	0.999999845	0.62472322	"['KHDRBS2', 'MCTP1', 'CFH', 'BNC2', 'SYNPO2', 'HSPB8', 'PTGS2', 'CHRDL1', 'SLC8A1', 'RGS5', 'EDNRA', 'ADAMTS19', 'C1QTNF7', 'RAVER2', 'CCL2', 'SCARA5', 'EYA4', 'SLC2A12', 'PHKB', 'SORBS2', 'LIFR', 'STXBP5L', 'NBEA', 'ID1', 'MRVI1', 'MICU3', 'PDE5A', 'CD69', 'TNIK', 'PDE7B', 'MS4A1', 'ANGPTL1']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-524-5p	-0.538053623	0.251331608	0.999999037	0.62680953	"['TOP2A', 'SFT2D3', 'CCNE1', 'LMNB2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-548l	-0.611416894	0.285600514	0.999999924	0.62680953	"['KATNAL1', 'KIAA1586', 'ELAVL2', 'CYR61']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4668-3p	-0.566608089	0.264669758	0.999999924	0.62680953	"['PTGIS', 'CEP85L', 'KLF2', 'SLC8A1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-491-5p	-0.536790985	0.250741814	0.999999037	0.62680953	"['GIPC1', 'CFL1', 'AKR1B1', 'MRPL12']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-5697	-0.573570629	0.267922048	0.999999037	0.62680953	"['SPIC', 'C11ORF98', 'WWC1', 'KPNA2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-154-3p	4.476206372	-2.083766735	0.999999924	0.627808119	['MAP1B']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-6876-3p	4.565318667	-2.125250354	0.999999924	0.627808119	['PTGS1']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-3615	4.767762773	-2.219492276	0.999999037	0.627808119	['HIST1H1B']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-203b-5p	4.892363899	-2.27749668	0.999999037	0.627808119	['SCD']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6718-5p	4.9476339	-2.303226009	0.999999037	0.627808119	['SCD']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3142	4.724620336	-2.199408578	0.999999037	0.627808119	['RAB11FIP4']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3615	4.466330111	-2.079169132	0.999999924	0.627808119	['PDLIM3']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4661-3p	4.585315905	-2.134559482	0.999999924	0.627808119	['DUOX2']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-3151-3p	5.028640131	-2.340936087	0.999999037	0.627808119	['MTRNR2L10']	miRTarBase (experimentally validated targets)	upregulated
mmu-miR-141-3p	5.283432207	-2.459547074	0.999999037	0.627808119	['KLF5']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-378c	4.698256563	-2.187135696	0.999999924	0.627808119	['HIPK3']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-3151-3p	4.709441666	-2.192342593	0.999999924	0.627808119	['MYL9']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-604	5.002737094	-2.328877687	0.999999037	0.627808119	['LMNB2']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6731-3p	4.332632519	-2.016930135	0.999999924	0.627808119	['KANK2']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-506-3p	-0.104749876	0.048513135	0.999999037	0.629308865	"['SFT2D3', 'MAGEA12', 'ZWINT']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4766-5p	-0.275985393	0.127817971	0.999999924	0.629308865	"['KATNAL1', 'SLC8A1', 'CORO1C']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-10b-3p	0.595120358	-0.274035383	0.999999037	0.630986681	"['CCNA2', 'GPRIN2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-7159-5p	0.659338216	-0.303605814	0.999999037	0.630986681	"['MYBPC1', 'SPINT2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6516-3p	0.681396027	-0.313762786	0.999999037	0.630986681	"['MYBPC1', 'S100A11']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-7159-5p	0.533710191	-0.245757811	0.999999924	0.630986681	"['RGS2', 'ZNF208']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-6784-3p	0.587810445	-0.270669384	0.999999037	0.630986681	"['HMGA1', 'BIRC5']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6842-3p	0.4326766	-0.199234821	0.999999924	0.630986681	"['PTGIS', 'MRVI1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-16-2-3p	0.570285148	-0.262599501	0.999999037	0.630986681	"['AKR1B1', 'CDC25A']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-379-5p	0.624298882	-0.287471234	0.999999037	0.630986681	"['NUDT8', 'RAB11FIP4']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3119	0.437435015	-0.201425931	0.999999924	0.630986681	"['BTG2', 'ACTC1']"	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-3060	-1.493053901	0.681404012	0.999999845	0.633571305	"['KANK2', 'ITIH5', 'HPSE2', 'IL26', 'DCUN1D4', 'AQP3', 'COL19A1', 'ELAVL2', 'PTGS1', 'EPB41L5', 'C7', 'AKT3', 'SLAMF7', 'SPEG', 'DMD', 'NCAM1', 'PRKG1', 'DUOX2', 'AASS', 'IL33', 'CADM3', 'PTGIS', 'EGF', 'EYA4', 'KLHDC1', 'SORBS2', 'LIFR', 'OLFM4', 'PTPRD', 'ZEB1', 'PLCB4', 'NBEA', 'CCDC7', 'FOSB', 'MICU3', 'TLL1', 'CD69', 'PDE7B', 'LYPLAL1', 'ADGRL3']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-1913	-0.156961126	0.071403864	0.999999924	0.634502329	"['SHH', 'COL14A1', 'PTGS1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-3915	-0.141032897	0.064157885	0.999999037	0.634502329	"['SFT2D3', 'MMP15', 'CAMK2N1']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4676-5p	-0.201148014	0.091505113	0.999999924	0.634502329	"['DUSP2', 'BTG2', 'SLC43A1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-575	-0.201520843	0.091674718	0.999999924	0.634502329	"['DUSP2', 'BTG2', 'SLC43A1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-5571-5p	-0.872216881	0.396407169	0.999999924	0.634776481	"['REEP1', 'MYOCD', 'SPATA6', 'PLEKHM3', 'COL19A1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-let-7a-5p	-2.11757335	0.9600539	0.999999037	0.635480059	"['LEFTY1', 'MT-ND5', 'MAGEA12', 'UHRF1', 'FZD9', 'HMGA1', 'MRPL12', 'MT-ATP6', 'PRR5-ARHGAP8', 'E2F1', 'AP1S1', 'MT-CO2', 'MAGEA6', 'MAGEA3', 'RAB11FIP4']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3665	-0.543294255	0.246013801	0.999999924	0.635833397	"['BTG2', 'TPM2', 'C1ORF50', 'KLF2']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4421	-0.424641008	0.192285392	0.999999037	0.635833397	"['CTU1', 'CDC6', 'RNF103-CHMP3', 'ZWINT']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-5699-3p	-0.422030783	0.191103433	0.999999037	0.635833397	"['CTU1', 'CDC6', 'RNF103-CHMP3', 'ZWINT']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-125b-5p	-1.526733701	0.689922823	0.999999037	0.6364212	"['CEBPA', 'MUC1', 'CDKN2A', 'CCNE1', 'NEU1', 'SCNN1A', 'EIF4EBP1', 'HMGA1', 'KRT7', 'HID1']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-142-3p	-1.26978021	0.572736597	0.999999037	0.636957873	"['LRRC59', 'NUDT8', 'IRAK1', 'SCD', 'HMGA1', 'CDC6', 'LGR5', 'S100A11', 'NR2F6']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-182-3p	4.48425067	-2.021409814	0.999999924	0.637131095	['DUSP1']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-6808-3p	4.309768983	-1.942756986	0.999999924	0.637131095	['CHRDL1']	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-3572-3p	4.348089353	-1.960031037	0.999999924	0.637131095	['TLL1']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4508	4.350920716	-1.961307358	0.999999924	0.637131095	['PTGIS']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-150-3p	4.390664569	-1.979223086	0.999999924	0.637131095	['STXBP5L']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-7978	5.053454722	-2.277995527	0.999999037	0.637131095	['HMGA1']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-708-3p	4.56017695	-2.05563585	0.999999924	0.637131095	['AKT3']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4704-5p	4.863064238	-2.192171335	0.999999037	0.637131095	['TMEM79']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3144-3p	4.685248336	-2.11201551	0.999999924	0.637131095	['FSBP']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-487b-5p	4.450868179	-2.00636166	0.999999037	0.637131095	['AADAC']	miRTarBase (experimentally validated targets)	upregulated
mmu-miR-686	4.794243039	-2.161148125	0.999999924	0.637131095	['AMY2B']	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-1912-3p	4.822271885	-2.173782964	0.999999924	0.637131095	['SHH']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-3144-3p	5.019646854	-2.262755621	0.999999037	0.637131095	['MYBPC1']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4669	4.912264135	-2.214349656	0.999999037	0.637131095	['SLC35A2']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-7975	4.830743079	-2.177601608	0.999999037	0.637131095	['SFT2D3']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3976	0.673347879	-0.303317896	0.999999037	0.637333386	"['LEFTY1', 'SLC6A8']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4650-5p	0.646214421	-0.291095293	0.999999037	0.637333386	"['MSMO1', 'LMNB2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3188	0.676260779	-0.304630047	0.999999037	0.637333386	"['SCD', 'LMNB2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6751-3p	0.643182918	-0.289729715	0.999999037	0.637333386	"['CYB561', 'RNF103-CHMP3']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4714-3p	0.5233096	-0.235731294	0.999999924	0.637333386	"['ATP1A2', 'UTRN']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-3188	0.561612168	-0.25298516	0.999999924	0.637333386	"['ACTC1', 'EGF']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-770-5p	0.546831822	-0.24632717	0.999999924	0.637333386	"['ZNF208', 'FOS']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-6751-3p	0.50441438	-0.227219708	0.999999924	0.637333386	"['BTG2', 'CORO1C']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-3921	0.641149138	-0.288813574	0.999999037	0.637333386	"['ZNF185', 'MMP15']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-7159-3p	0.542439122	-0.244348424	0.999999924	0.637333386	"['CSRP1', 'TLL1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-450b-3p	0.636622913	-0.28677468	0.999999037	0.637333386	"['PDF', 'HIST1H2AI']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-7111-3p	-0.627837473	0.28138564	0.999999037	0.638788225	"['SPIC', 'SLC6A8', 'ZNF185', 'CAMK2N1', 'NR2F6']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6875-3p	-0.875474721	0.392331381	0.999999924	0.638818061	"['RGS5', 'MYOCD', 'FAM13B', 'CACHD1', 'BBS9', 'ATP1A2']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-29b-3p	-0.869702716	0.38974474	0.999999924	0.638818061	"['DUSP2', 'BTG2', 'TGFB3', 'AKT3', 'COL4A6', 'FOS']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-29b-3p	-0.783593212	0.351156007	0.999999037	0.638818061	"['CCNA2', 'MMP15', 'COL10A1', 'LAMC2', 'MKI67', 'FAM71F2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6838-5p	-1.643946891	0.735469566	0.999999924	0.639300692	"['PTPRD', 'DOCK11', 'TPM2', 'RAB23', 'PDE4D', 'AKT3', 'GLP2R', 'ANKHD1-EIF4EBP3', 'TLL1', 'PHYHIP']"	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-300	-2.163250199	0.967186923	0.999999845	0.639480619	"['CFD', 'PKDCC', 'PARM1', 'EIF4E3', 'BNC2', 'MAOB', 'IL26', 'ADH1B', 'SYNPO2', 'CEP85L', 'FHL1', 'RHOBTB3', 'ADARB1', 'PTGS2', 'ARHGAP6', 'SPATA6', 'EPB41L5', 'RIMS1', 'EDNRA', 'OXCT1', 'ORC3', 'DPYSL3', 'RAVER2', 'SLITRK6', 'DMD', 'DYNC2H1', 'EGR1', 'PDE4D', 'MAMDC2', 'EYA4', 'KLHDC1', 'USP45', 'THEMIS', 'SORBS2', 'LIFR', 'SORBS1', 'HBA1', 'REEP1', 'KATNAL1', 'MAP1B', 'RCAN2', 'COL4A6', 'MRVI1', 'MICU3', 'UTRN', 'MS4A1', 'LYPLAL1', 'MATN2']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-6858-5p	-0.141013224	0.063010621	0.999999037	0.639645008	"['SLC9A3R1', 'CAMK2N1', 'LMNB2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-130a-5p	-0.173349237	0.077459708	0.999999924	0.639645008	"['NLGN4X', 'MAP1B', 'ZNF208']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-328-3p	-0.110660117	0.04944758	0.999999037	0.639645008	"['IRAK1', 'SCD', 'MKI67']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6507-5p	-0.138741817	0.061995661	0.999999037	0.639645008	"['RANBP1', 'LEFTY1', 'CDK1']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6763-5p	-0.402652958	0.179515104	0.999999037	0.640292078	"['GIPC1', 'E2F1', 'PYCR1', 'NR2F6']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-3150a-3p	-0.405561366	0.180811762	0.999999037	0.640292078	"['GIPC1', 'E2F1', 'PYCR1', 'NR2F6']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4327	-1.948668689	0.866978432	0.999999845	0.640883187	"['ITIH5', 'SERPINA3', 'KHDRBS2', 'BTG2', 'PARM1', 'FAM13B', 'SYNPO2', 'RNF180', 'FGL2', 'DCUN1D4', 'PRUNE2', 'CEP85L', 'FAM129A', 'ADARB1', 'CWC27', 'RIMS1', 'ZFP36', 'OXCT1', 'RAB23', 'AKT3', 'RAVER2', 'SPEG', 'PGM5', 'NCAM1', 'HMGCLL1', 'DUOX2', 'AASS', 'TNS1', 'NLGN4X', 'PTGIS', 'TGFB3', 'USP45', 'LIFR', 'PDCD1LG2', 'SELE', 'HIPK3', 'PTPRD', 'ARL4D', 'LRCH2', 'FABP4', 'DPY19L2', 'P2RX1', 'TRAF5', 'CASQ2', 'MYL9', 'ITM2A', 'ATF3', 'ADGRL3']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-615-3p	-2.714534624	1.205416487	0.999999037	0.641426877	"['HIST2H2AA3', 'ST14', 'SEMA7A', 'PODXL2', 'UHRF1', 'UBE2C', 'CDKN2A', 'TMEM132A', 'CDC6', 'MKI67', 'YDJC', 'MT-ATP6', 'CAMSAP3', 'HIST2H3A', 'PSMD2', 'FASN', 'MYH14', 'ATP13A2', 'DCTPP1', 'SEPHS2', 'MCM2']"	miRTarBase (experimentally validated targets)	upregulated
mmu-miR-3061-5p	-1.71856999	0.763055364	0.999999845	0.641461581	"['SH3GL3', 'KHDRBS2', 'TAGLN', 'PARM1', 'EIF4E3', 'BNC2', 'HSPB6', 'PTPRQ', 'SYNPO2', 'PRUNE2', 'CEP85L', 'RHOBTB3', 'SOBP', 'COL19A1', 'EPB41L5', 'PDLIM3', 'CRTAC1', 'OXCT1', 'C1QTNF7', 'GRB10', 'DYNC1I1', 'DUOX2', 'PRIMA1', 'TNS1', 'CADM3', 'EPHA6', 'STAC', 'SELE', 'KLF2', 'STXBP5L', 'NR4A1', 'SMTN', 'NBEA', 'MAP1B', 'CACHD1', 'COL4A6', 'FOSB', 'FXYD6', 'PDE5A', 'CD69', 'MS4A1', 'ATF3', 'PLEKHM3']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-127-3p	1.619227888	-0.716401781	0.999999845	0.64247062	"['ITIH5', 'EPB41L5', 'ATP1A2', 'AQP3', 'PLEKHM3', 'MAPK4']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-18a-5p	-0.831742508	0.367991324	0.999999924	0.64247062	"['SYNM', 'NBEA', 'RAB23', 'PDE4D', 'CNTN1', 'BVES']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-590-3p	-1.393128887	0.615239615	0.999999037	0.642991141	"['SPIC', 'CAMK2N1', 'PRR15L', 'CDK1', 'OIP5', 'TK1', 'MANEAL', 'MAGEA6', 'MAGEA3']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-8071	0.690047915	-0.304095086	0.999999037	0.643594176	"['RAB25', 'MYH14']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-22-5p	0.555901346	-0.244978448	0.999999924	0.643594176	"['DUSP1', 'TNS1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4653-5p	0.692718863	-0.305272138	0.999999037	0.643594176	"['ZNF185', 'MMP15']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-22-5p	0.696628348	-0.306994996	0.999999037	0.643594176	"['MTRNR2L10', 'MTRNR2L11']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6862-3p	0.674340353	-0.297172969	0.999999037	0.643594176	"['HMGA1', 'BIRC5']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4258	0.498050708	-0.219484429	0.999999924	0.643594176	"['PHKB', 'KLF2']"	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-5127	0.571146302	-0.251696701	0.999999924	0.643594176	"['USP45', 'ADARB1']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-613	0.711365394	-0.31348942	0.999999037	0.643594176	"['LRRC59', 'ZNF185']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-1283	0.685766324	-0.302208245	0.999999037	0.643594176	"['ZNF185', 'MKI67']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6814-5p	-0.579648918	0.25443508	0.999999924	0.644715031	"['BTG2', 'CACNA2D1', 'SOBP', 'PLEKHM3']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-194-3p	-0.118437174	0.051983631	0.999999924	0.644736786	"['DUSP2', 'HSPB8', 'LYPLAL1']"	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-466c-3p	-0.033240583	0.014589728	0.999999037	0.644736786	"['CCNA2', 'E2F1', 'OIP5']"	miRTarBase (experimentally validated targets)	upregulated
mmu-miR-466b-3p	-0.035882532	0.015749314	0.999999037	0.644736786	"['CCNA2', 'E2F1', 'OIP5']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-340-3p	-0.065781366	0.028872305	0.999999037	0.644736786	"['BPGM', 'MRPL12', 'FAM71F2']"	miRTarBase (experimentally validated targets)	upregulated
mmu-miR-466p-3p	-0.029952458	0.013146527	0.999999037	0.644736786	"['CCNA2', 'E2F1', 'OIP5']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-23c	-0.169612064	0.074444962	0.999999924	0.644736786	"['NLGN4X', 'MAP1B', 'ZNF208']"	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-3087	-1.767852108	0.772340623	0.999999845	0.646048443	"['PKDCC', 'PARM1', 'FAM13B', 'BNC2', 'DGKB', 'SYNPO2', 'DCUN1D4', 'ADARB1', 'SPATA6', 'AQP3', 'SLC8A1', 'COL19A1', 'EPB41L5', 'RGS5', 'OXCT1', 'C1QTNF7', 'AKT3', 'DPYSL3', 'SLITRK6', 'GRB10', 'SLIT3', 'MAPK4', 'ANKS1B', 'SVIL', 'PTGIS', 'USP45', 'SORBS2', 'LIFR', 'SORBS1', 'TMEM252', 'DCN', 'TRDN', 'REEP1', 'LRCH2', 'SFRP2', 'DPY19L2', 'NBEA', 'MAP1B', 'TMEM56', 'OGN', 'ID1', 'CASQ2', 'PDE7B', 'PLEKHM3', 'ADGRL3']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-921	-1.98139454	0.865253644	0.999999845	0.646172215	"['PID1', 'BNC2', 'IL26', 'SYNPO2', 'FGL2', 'CEP85L', 'FAM129A', 'FHL5', 'CWC27', 'SPATA6', 'CHRDL1', 'COL19A1', 'EPB41L5', 'RANBP3L', 'PDLIM3', 'CSRP1', 'ADAMTS1', 'AKT3', 'RAVER2', 'SLITRK6', 'KCNN2', 'MYH11', 'PRKG1', 'MYOCD', 'EPHA7', 'HFM1', 'DTNA', 'TPM1', 'OLFM4', 'DCN', 'TRDN', 'REEP1', 'MFAP4', 'KATNAL1', 'MMRN1', 'ADGRB3', 'MAP1B', 'TMEM56', 'APLF', 'PMP22', 'MRVI1', 'TLL1', 'PDE5A', 'ITM2A', 'ATF3', 'ADGRL3']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-3657	5.177492867	-2.260564481	0.999999037	0.646220998	['SLC35A2']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6800-5p	4.962591152	-2.166735441	0.999999037	0.646220998	['LEFTY1']	miRTarBase (experimentally validated targets)	upregulated
mmu-miR-742-3p	5.047992737	-2.204022946	0.999999037	0.646220998	['KRT20']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-490-5p	4.759843849	-2.078213185	0.999999037	0.646220998	['RAB11FIP4']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4707-5p	4.826246962	-2.107205696	0.999999037	0.646220998	['GIPC1']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-1251-5p	4.801076579	-2.096215961	0.999999037	0.646220998	['KIF2C']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-4782-3p	5.373533152	-2.346158361	0.999999037	0.646220998	['OIP5']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-643	5.280203737	-2.305409457	0.999999037	0.646220998	['BCL2L12']	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-626	4.46837568	-1.95095418	0.999999924	0.646220998	['PTGS1']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4782-3p	4.922163828	-2.149084316	0.999999924	0.646220998	['CHRM3']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-5002-3p	4.380586109	-1.912624048	0.999999924	0.646220998	['SMOC2']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-490-5p	4.367009688	-1.906696396	0.999999924	0.646220998	['FOS']	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-140-5p	4.865306678	-2.124259704	0.999999924	0.646220998	['FOSB']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-6826-5p	4.819660779	-2.104330078	0.999999924	0.646220998	['FGF10']	miRTarBase (experimentally validated targets)	downregulated
mmu-miR-875-3p	4.648007582	-2.029383935	0.999999924	0.646220998	['BNC2']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-632	4.506273328	-1.967500814	0.999999924	0.646220998	['PTGS1']	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-451	0.72456226	-0.313279458	0.999999845	0.648968789	"['IGSF10', 'SCARA5', 'C14ORF180', 'OXCT1', 'PDE4D', 'DPYSL3', 'CACHD1', 'ADARB1', 'ADGRL3']"	TargetScan (experimentally validated targets)	downregulated
mmu-miR-1893	3.474699724	-1.501644495	0.999999845	0.6491021	"['JUN', 'EDNRA', 'PDE4D', 'CORO1C']"	TargetScan (experimentally validated targets)	downregulated
hsa-miR-6090	0.78128991	-0.336843609	0.999999037	0.64976937	"['HMGA1', 'PYCR1']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-523	-0.85216858	0.367402083	1	0.64976937	"['ST14', 'CDC6']"	TargetScan (experimentally validated targets)	upregulated
hsa-miR-1272	0.665066069	-0.286735119	0.999999037	0.64976937	"['MYBPC1', 'FAM71F2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-493-3p	0.737590491	-0.318003138	0.999999037	0.64976937	"['DKK1', 'LMNB2']"	miRTarBase (experimentally validated targets)	upregulated
hsa-miR-6855-3p	0.584116088	-0.251834522	0.999999924	0.64976937	"['BNC2', 'PDE4D']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4513	0.580183402	-0.250138992	0.999999924	0.64976937	"['BNC2', 'PDE4D']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-4646-5p	-0.150719478	0.064978962	0.999999924	0.649777569	"['BTG2', 'STAC', 'BVES']"	miRTarBase (experimentally validated targets)	downregulated
hsa-miR-203a-3p	-1.013739718	0.436942349	0.999999924	0.64984575	"['JUN', 'SYNM', 'EDNRA', 'ZEB1', 'MCTP1', 'EYA4', 'LIFR']"	miRTarBase (experimentally validated targets)	downregulated
