term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
PLK4_human_kinase_ARCHS4_coexpression	-1.43433508	12.18592186	0.00278468	0.000204311	"['TOP2A', 'FEN1', 'UBE2C', 'CDCA5', 'MND1', 'CDC6', 'MKI67', 'ZWINT', 'CDC25A', 'CDC20', 'CCNA2', 'CDK1', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'KPNA2', 'FAM72D', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
MYLK2_human_kinase_ARCHS4_coexpression	-1.495617994	11.17970273	0.008466017	0.000567102	"['SVIL', 'SYNM', 'HSPB6', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'SPEG', 'FLNC', 'ASB2', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
EPHB4_human_kinase_ARCHS4_coexpression	-1.376663622	10.29052212	0.007196324	0.000567102	"['TMEM132A', 'KRT8', 'PYCR1', 'LSR', 'LMNB2', 'NR2F6', 'CAMSAP3', 'KRT18', 'SAPCD2', 'ADAM15', 'IRAK1', 'FASN', 'GIPC1', 'KIAA1522', 'AP1S1', 'SLC25A10', 'CALR', 'AGRN']"	ARCHS4 (coexpressed genes)	upregulated
PHKG1_human_kinase_ARCHS4_coexpression	-1.499184919	11.20636539	0.008466017	0.000567102	"['SVIL', 'SYNM', 'HSPB6', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'ANO5', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'SPEG', 'ASB2', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
MAPK12_human_kinase_ARCHS4_coexpression	-1.513632287	11.31435907	0.008466017	0.000567102	"['SVIL', 'SYNM', 'HSPB6', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'SPEG', 'FLNC', 'ASB2', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
PTK6_human_kinase_ARCHS4_coexpression	-1.436420828	10.73720556	0.007196324	0.000567102	"['ST14', 'ITLN1', 'CBLC', 'KRT20', 'SLC9A2', 'KLF5', 'SPINT1', 'TMEM54', 'RAB25', 'PRR15L', 'SCNN1A', 'KIAA1522', 'B3GNT3', 'DPEP1', 'MYH14', 'EPS8L1', 'PRSS8', 'S100A14']"	ARCHS4 (coexpressed genes)	upregulated
MAPK3	-2.139634916	15.92740345	0.04486821	0.000584951	"['JUN', 'BTG2', 'MYOCD', 'DUSP1', 'HSPB8', 'PDE4D', 'PLA2G4A', 'LIFR', 'FOS', 'ZFP36', 'MAP1B', 'GRB10', 'ASB2', 'CRYAB']"	KEA (experimentally validated targets)	downregulated
AURKB	-1.816454065	13.27582452	0.064962984	0.000669721	"['WWC1', 'CDCA5', 'KRT8', 'BIRC5', 'KIF2C', 'HIST1H2BB', 'MKI67', 'HIST1H3B']"	KEA (experimentally validated targets)	upregulated
PRKG1	-1.948000482	12.84991797	0.04486821	0.001365185	"['PPP1R14A', 'RGS2', 'HSPB6', 'GKAP1', 'MAP1B', 'MRVI1', 'PDE5A', 'CRYAB', 'PRKG1']"	KEA (experimentally validated targets)	downregulated
MAPK4	-1.653239944	10.79103115	0.04486821	0.001463094	"['ZFP36', 'PLA2G4A', 'LIFR', 'FOS', 'MAPK4']"	KEA (experimentally validated targets)	downregulated
EPHB3_human_kinase_ARCHS4_coexpression	-1.470082852	9.570186041	0.017670336	0.001488534	"['ST14', 'TMEM132A', 'TACSTD2', 'NIPSNAP1', 'NR2F6', 'CAMSAP3', 'ALDH3B2', 'EFNA3', 'SPINT1', 'RAB25', 'MMP15', 'H3F3AP4', 'KIAA1522', 'MYH14', 'EPS8L1', 'PRSS8', 'AGRN']"	ARCHS4 (coexpressed genes)	upregulated
SIK1_human_kinase_ARCHS4_coexpression	-1.374922836	8.950697792	0.020071197	0.001488534	"['JUN', 'DUSP2', 'BTG2', 'PDE4D', 'GLP2R', 'EYA4', 'PLA2G4A', 'LIFR', 'ADARB1', 'AQP3', 'NR4A1', 'ZFP36', 'KRT17', 'ADAMTS1', 'ID1', 'FOSB', 'ATF3']"	ARCHS4 (coexpressed genes)	downregulated
PAK3_human_kinase_ARCHS4_coexpression	-1.45250592	9.455760854	0.020071197	0.001488534	"['SOBP', 'RPL12P24', 'ELAVL2', 'STXBP5L', 'KIAA1107', 'PTPRD', 'REEP1', 'NBEA', 'MAP1B', 'RCAN2', 'DPYSL3', 'CNTN1', 'FXYD6', 'NCAM1', 'DYNC1I1', 'ANKS1B', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
PRKCQ_human_kinase_ARCHS4_coexpression	-1.483961915	9.660538239	0.020071197	0.001488534	"['SVIL', 'SYNM', 'HSPB6', 'EGF', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'SPEG', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
TRIB3_human_kinase_ARCHS4_coexpression	-1.352699099	8.806022066	0.017670336	0.001488534	"['LRRC59', 'PYCR1', 'LSR', 'LMNB2', 'SAPCD2', 'ADAM15', 'IRAK1', 'PSMD2', 'GIPC1', 'KIAA1522', 'EIF4EBP1', 'AP1S1', 'MAL2', 'SLC25A10', 'CALR', 'AGRN', 'SEPHS2']"	ARCHS4 (coexpressed genes)	upregulated
RPS6KA5	-1.682817303	9.658081116	0.156035847	0.003217234	"['HIST3H2A', 'HIST1H2AI', 'EIF4EBP1', 'HIST1H2AB']"	KEA (experimentally validated targets)	upregulated
NEK7_human_kinase_ARCHS4_coexpression	-1.345693866	7.540087205	0.039509962	0.003686336	"['KANK2', 'TAGLN', 'TPM2', 'ADAM33', 'PDCD1LG2', 'BIVM-ERCC5', 'CYR61', 'CSRP1', 'ADAMTS1', 'RAB23', 'FLNA', 'SLIT3', 'FLNC', 'MYL9', 'FERMT2', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
ROCK2_human_kinase_ARCHS4_coexpression	-1.394754302	7.814978824	0.039509962	0.003686336	"['SVIL', 'SEPT10', 'SYNM', 'SYNPO2', 'TPM2', 'PDE4D', 'GLP2R', 'LIFR', 'BIVM-ERCC5', 'KLHL41', 'DMD', 'A2M', 'UTRN', 'AC096949.1', 'FERMT2', 'PRKG1']"	ARCHS4 (coexpressed genes)	downregulated
DYRK1B_human_kinase_ARCHS4_coexpression	-1.509788865	8.459531542	0.039509962	0.003686336	"['SVIL', 'HSPB6', 'TPM2', 'HSPB8', 'FHL1', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'HOMER2P2', 'SPEG', 'ASB2', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
EPHA7_human_kinase_ARCHS4_coexpression	-1.53456771	8.59837044	0.039509962	0.003686336	"['KHDRBS2', 'SORBS2', 'PTPRD', 'REEP1', 'EPB41L5', 'LRCH2', 'NBEA', 'ADGRB3', 'MAP1B', 'AKT3', 'COL4A6', 'CACHD1', 'FXYD6', 'DMD', 'SLIT2', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
MUSK_human_kinase_ARCHS4_coexpression	-1.537259149	8.613450901	0.039509962	0.003686336	"['WDR49', 'BNC2', 'SYNPO2', 'TPM2', 'LPAR1', 'HSPB2', 'HIPK3', 'KLHL41', 'ACTA2', 'JPH2', 'RANBP3L', 'PDLIM3', 'ACTC1', 'MYL1', 'CASQ2', 'PRKG1']"	ARCHS4 (coexpressed genes)	downregulated
TP53RK_human_kinase_ARCHS4_coexpression	-1.476615076	8.273654746	0.039899168	0.003686336	"['RANBP1', 'ZNF593', 'FEN1', 'C11ORF31', 'HN1', 'MIF', 'LAGE3', 'COMTD1', 'ZNHIT2', 'NUDT8', 'TMEM147', 'H3F3AP4', 'EIF4EBP1', 'PAFAH1B3', 'DCTPP1', 'NCBP2-AS2']"	ARCHS4 (coexpressed genes)	upregulated
AKT3_human_kinase_ARCHS4_coexpression	-1.385534629	7.763319868	0.039509962	0.003686336	"['CADM3', 'DGKB', 'CACNA2D1', 'SLC8A1', 'STXBP5L', 'PTPRD', 'RIMS1', 'KATNAL1', 'NBEA', 'ADGRB3', 'MAP1B', 'DPYSL3', 'CNTN1', 'NCAM1', 'CDR1', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
FGFR4_human_kinase_ARCHS4_coexpression	-1.454307687	8.148663719	0.039899168	0.003686336	"['PALM3', 'PYCR1', 'LSR', 'INHBC', 'NR2F6', 'CAMSAP3', 'EFNA2', 'SAPCD2', 'RNF128', 'MMP15', 'FASN', 'KIAA1522', 'APOC1', 'SLC25A10', 'SEPHS2', 'CRB3']"	ARCHS4 (coexpressed genes)	upregulated
MET_human_kinase_ARCHS4_coexpression	-1.398267531	7.834663875	0.039899168	0.003686336	"['LRRC59', 'WWC1', 'AMIGO2', 'KRT7', 'DKK1', 'LMNB2', 'KLF5', 'ADAM15', 'IRAK1', 'PSMD2', 'GIPC1', 'B3GNT3', 'AP1S1', 'MAL2', 'CALR', 'AGRN']"	ARCHS4 (coexpressed genes)	upregulated
RPS6KA2_human_kinase_ARCHS4_coexpression	-1.269807363	7.114885851	0.039509962	0.003686336	"['KANK2', 'SRPX', 'TAGLN', 'PTGIS', 'HSPB6', 'LPAR1', 'ADAM33', 'DCN', 'MFAP4', 'CSRP1', 'ADAMTS1', 'ITGA7', 'SLIT3', 'MYL9', 'PAMR1', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
TTBK2_human_kinase_ARCHS4_coexpression	-1.39353371	7.808139696	0.039509962	0.003686336	"['SH3GL3', 'CADM3', 'SLC8A1', 'STXBP5L', 'PTPRD', 'RIMS1', 'SPZ1', 'NBEA', 'MAP1B', 'AKT3', 'CCDC7', 'CNTN1', 'MICU3', 'NCAM1', 'DYNC1I1', 'ANKS1B']"	ARCHS4 (coexpressed genes)	downregulated
SRPK1_human_kinase_ARCHS4_coexpression	-1.338154408	6.365434498	0.081077107	0.008592411	"['RANBP1', 'FEN1', 'CDCA5', 'HMGA1', 'CDC6', 'MKI67', 'ZWINT', 'CDC25A', 'LMNB2', 'NME1', 'CDC20', 'CCNA2', 'KIF2C', 'FAM72D', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
GRK5_human_kinase_ARCHS4_coexpression	-1.35290419	6.43559738	0.085514945	0.008592411	"['KANK2', 'FOXF1', 'ADAM33', 'ARHGAP6', 'DCN', 'PTGS1', 'MFAP4', 'SDPR', 'MRVI1', 'SLIT3', 'PDE5A', 'TEK', 'MYL9', 'PAMR1', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
BCKDK_human_kinase_ARCHS4_coexpression	-1.372561726	6.529105839	0.081077107	0.008592411	"['ZNF593', 'ECHS1', 'DCXR', 'MIF', 'JOSD2', 'MRPL12', 'PKMYT1', 'MYDGF', 'COMTD1', 'TMEM147', 'CFL1', 'EIF4EBP1', 'TSPO', 'RP11-343C2.11', 'SLC25A10']"	ARCHS4 (coexpressed genes)	upregulated
EPHA2_human_kinase_ARCHS4_coexpression	-1.341670589	6.382160534	0.081077107	0.008592411	"['LRRC59', 'AMIGO2', 'HMGA1', 'KRT7', 'DKK1', 'LMNB2', 'KLF5', 'ADAM15', 'IRAK1', 'PSMD2', 'GIPC1', 'KIAA1522', 'AP1S1', 'CALR', 'AGRN']"	ARCHS4 (coexpressed genes)	upregulated
GSG2_human_kinase_ARCHS4_coexpression	-1.209638711	5.754101271	0.081077107	0.008592411	"['RANBP1', 'FEN1', 'CDCA5', 'CDC6', 'PKMYT1', 'ZWINT', 'CDC25A', 'LMNB2', 'CDC20', 'CCNA2', 'SAPCD2', 'IRAK1', 'E2F1', 'KIF2C', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
CDK5_human_kinase_ARCHS4_coexpression	-1.375648203	6.543787832	0.081077107	0.008592411	"['ECHS1', 'PODXL2', 'HN1', 'JOSD2', 'MRPL12', 'LAGE3', 'HSD17B10', 'NME1', 'TMEM238', 'CFL1', 'EIF4EBP1', 'AP1S1', 'STRA13', 'ATP6V0E2', 'PAFAH1B3']"	ARCHS4 (coexpressed genes)	upregulated
MAST2_human_kinase_ARCHS4_coexpression	-1.359906881	6.468908315	0.085514945	0.008592411	"['SVIL', 'HSPB6', 'TPM2', 'HSPB8', 'FHL1', 'KLHL41', 'TRDN', 'SMTN', 'JPH2', 'PDLIM3', 'DES', 'TCEA3', 'SPEG', 'FLNC', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
FGFR2_human_kinase_ARCHS4_coexpression	-1.3929229	6.625961418	0.085514945	0.008592411	"['EPHA7', 'DTNA', 'PKDCC', 'NLGN4X', 'AQP1', 'PTPRD', 'SFRP1', 'SFRP2', 'ADAMTS19', 'COL4A6', 'CACHD1', 'CKB', 'CRYAB', 'AASS', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
MAP3K8	-1.673949768	7.523465008	0.2425	0.011170947	"['EIF4EBP1', 'CDK1', 'HIST1H2BB']"	KEA (experimentally validated targets)	upregulated
CDK1	-1.957378468	8.473766875	0.2425	0.013178867	"['TOP2A', 'CEBPA', 'FEN1', 'CDCA5', 'KRT8', 'HMGA1', 'MKI67', 'CDC25A', 'LMNB2', 'NME1', 'CDC20', 'TFPT', 'MUC1', 'KRT18', 'EIF4EBP1', 'CDK1', 'E2F1', 'BIRC5', 'KIF2C', 'TK1', 'PPFIA3']"	KEA (experimentally validated targets)	upregulated
CDK7	-1.275638463	5.376313689	0.2425	0.014778141	"['E2F1', 'CDK1', 'MCM2']"	KEA (experimentally validated targets)	upregulated
MAP2K2	-1.039662334	4.311921636	0.191666667	0.015805061	"['DUSP1', 'FOS']"	KEA (experimentally validated targets)	downregulated
RPS6KB1_human_kinase_ARCHS4_coexpression	-1.347880029	5.356196604	0.160909938	0.018801976	"['KRT8', 'HID1', 'SLC9A2', 'SLC9A3R1', 'ALDH3B2', 'KRT18', 'SAPCD2', 'FASN', 'KIAA1522', 'AP1S1', 'MAL2', 'AL589743.1', 'CYB561', 'AP1M2']"	ARCHS4 (coexpressed genes)	upregulated
ACVR1B_human_kinase_ARCHS4_coexpression	-1.384426583	5.501425056	0.160909938	0.018801976	"['CDS1', 'ST14', 'TMEM132A', 'LMTK3', 'ACTL8', 'HID1', 'CAMSAP3', 'FAM155B', 'MMP15', 'KIAA1522', 'MYH14', 'ATP13A2', 'RAB11FIP4', 'SPTBN2']"	ARCHS4 (coexpressed genes)	upregulated
EPHA4_human_kinase_ARCHS4_coexpression	-1.311461806	5.211478116	0.157184523	0.018801976	"['KHDRBS2', 'EPHA6', 'C2ORF66', 'PHYHIP', 'PTPRD', 'LRCH2', 'MAP1B', 'AKT3', 'COL4A6', 'NCAM1', 'CKB', 'SLIT2', 'ANKS1B', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
CDK16_human_kinase_ARCHS4_coexpression	-1.285988377	5.110251976	0.160909938	0.018801976	"['PAQR4', 'PODXL2', 'MRPL12', 'LMNB2', 'SLC6A8', 'ADAM15', 'IRAK1', 'FASN', 'GIPC1', 'E2F1', 'AP1S1', 'RAC3', 'ATP13A2', 'SLC25A10']"	ARCHS4 (coexpressed genes)	upregulated
FGFR1_human_kinase_ARCHS4_coexpression	-1.288770128	5.12130608	0.157184523	0.018801976	"['KANK2', 'SEPT10', 'PKDCC', 'NLGN4X', 'ADAM33', 'SFRP1', 'SFRP2', 'ADAMTS19', 'DPYSL3', 'COL4A6', 'CACHD1', 'ROR1', 'FERMT2', 'AASS']"	ARCHS4 (coexpressed genes)	downregulated
NRK_human_kinase_ARCHS4_coexpression	-1.342750458	5.335812752	0.157184523	0.018801976	"['COL14A1', 'TPM2', 'CEP85L', 'KLHL41', 'METTL21C', 'MYL1', 'TCEA3', 'OGN', 'CASQ2', 'COL21A1', 'DMD', 'FLNC', 'PRKG1', 'MATN2']"	ARCHS4 (coexpressed genes)	downregulated
ACVRL1_human_kinase_ARCHS4_coexpression	-1.330770842	5.288208233	0.157184523	0.018801976	"['KANK2', 'SRPX', 'TNXB', 'SCARA5', 'ADAM33', 'SELE', 'AQP1', 'MFAP4', 'SMTN', 'MMRN1', 'TEK', 'MS4A12', 'DUOX2', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
DCLK2_human_kinase_ARCHS4_coexpression	-1.297063247	5.15426122	0.157184523	0.018801976	"['CADM3', 'DTNA', 'LIFR', 'ATP1A2', 'PTN', 'PTPRD', 'ADGRB3', 'DPYSL3', 'SPARCL1', 'FXYD6', 'NCAM1', 'TNIK', 'MAPK4', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
MAPK10_human_kinase_ARCHS4_coexpression	-1.315200024	5.226333021	0.157184523	0.018801976	"['CADM3', 'DGKB', 'ELAVL2', 'STXBP5L', 'PTPRD', 'REEP1', 'ADGRB3', 'MAP1B', 'CNTN1', 'FXYD6', 'NCAM1', 'DYNC1I1', 'ANKS1B', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
BMPR2_human_kinase_ARCHS4_coexpression	-1.301962782	5.173730958	0.157184523	0.018801976	"['CACNA2D1', 'LIFR', 'SORBS1', 'SLC8A1', 'STXBP5L', 'PTPRD', 'RCAN2', 'AKT3', 'CNTN1', 'SPARCL1', 'MICU3', 'NCAM1', 'CDR1', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
NTRK2_human_kinase_ARCHS4_coexpression	-1.220854385	4.851422957	0.157184523	0.018801976	"['CADM3', 'DTNA', 'LIFR', 'ATP1A2', 'PTN', 'PTPRD', 'RANBP3L', 'ADGRB3', 'CNTN1', 'SPARCL1', 'NCAM1', 'TNIK', 'MAPK4', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
WEE1_human_kinase_ARCHS4_coexpression	-1.331601378	5.291508612	0.160909938	0.018801976	"['TOP2A', 'CDCA5', 'CDC6', 'MKI67', 'CDC25A', 'CDC20', 'CCNA2', 'CDK1', 'BIRC5', 'FAM64A', 'HMGB3P4', 'KIF2C', 'OIP5', 'KPNA2']"	ARCHS4 (coexpressed genes)	upregulated
CHEK2	-1.220233251	4.838197038	0.2425	0.018968469	"['CDS1', 'E2F1', 'CDC25A']"	KEA (experimentally validated targets)	upregulated
ILK	-1.094876245	4.057600185	0.191666667	0.02457588	"['PPP1R14A', 'AKT3']"	KEA (experimentally validated targets)	downregulated
MYLK4	2.237337149	-8.25326704	0.191666667	0.025	['MYL9']	KEA (experimentally validated targets)	downregulated
MYLK3	1.794797436	-6.620791387	0.191666667	0.025	['MYL9']	KEA (experimentally validated targets)	downregulated
WEE2	4.956036755	-18.28222216	0.2425	0.025	['CDK1']	KEA (experimentally validated targets)	upregulated
CIT	0.904820335	-3.337773145	0.191666667	0.025	['MYL9']	KEA (experimentally validated targets)	downregulated
PKDCC	5.892638799	-21.7372342	0.191666667	0.025	['PKDCC']	KEA (experimentally validated targets)	downregulated
TEK	7.755097119	-28.60761843	0.191666667	0.025	['TEK']	KEA (experimentally validated targets)	downregulated
EPHA6	6.52356973	-24.06466235	0.191666667	0.025	['EPHA6']	KEA (experimentally validated targets)	downregulated
ROR1	6.335425375	-23.3706205	0.191666667	0.025	['ROR1']	KEA (experimentally validated targets)	downregulated
NEK11	2.352504634	-8.678106011	0.2425	0.025	['CDC25A']	KEA (experimentally validated targets)	upregulated
EPHB6	4.119571415	-15.19660235	0.2425	0.025	['EPHB6']	KEA (experimentally validated targets)	upregulated
PKMYT1	4.03227395	-14.87457253	0.2425	0.025	['CDK1']	KEA (experimentally validated targets)	upregulated
MAPK1	-1.343404793	4.480418109	0.216314863	0.035610262	"['JUN', 'BTG2', 'MYOCD', 'DUSP1', 'PDE4D', 'PLA2G4A', 'LIFR', 'FOS', 'NR4A1', 'ZFP36', 'MAP1B', 'GRB10', 'ASB2', 'CRYAB']"	KEA (experimentally validated targets)	downregulated
MAPK8_human_kinase_ARCHS4_coexpression	-1.272045099	4.142487726	0.263962109	0.038520786	"['CACNA2D1', 'MSANTD3-TMEFF1', 'ELAVL2', 'PTPRD', 'REEP1', 'KATNAL1', 'NBEA', 'MAP1B', 'DPYSL3', 'FXYD6', 'NCAM1', 'ANKS1B', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
DCLK1_human_kinase_ARCHS4_coexpression	-1.26844802	4.130773633	0.263962109	0.038520786	"['CADM3', 'DTNA', 'CACNA2D1', 'PTN', 'PHYHIP', 'PTPRD', 'DPYSL3', 'CNTN1', 'SPARCL1', 'NCAM1', 'TNIK', 'DYNC1I1', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
RPS6KC1_human_kinase_ARCHS4_coexpression	-1.267371844	4.127269006	0.263962109	0.038520786	"['RP11-73M18.2', 'FAM13B', 'DGKB', 'PLA2G4A', 'SORBS2', 'LIFR', 'BTBD10', 'SLC8A1', 'RANBP3L', 'BBS9', 'AC096949.1', 'FERMT2', 'DYNC1I1']"	ARCHS4 (coexpressed genes)	downregulated
HIPK2_human_kinase_ARCHS4_coexpression	-1.199003602	3.904623909	0.263962109	0.038520786	"['CADM3', 'DTNA', 'PRUNE2', 'LPAR1', 'ATP1A2', 'SORBS1', 'PHYHIP', 'ADCY5', 'PTPRD', 'SPARCL1', 'NCAM1', 'CRYAB', 'MAPK4']"	ARCHS4 (coexpressed genes)	downregulated
VRK1_human_kinase_ARCHS4_coexpression	-1.226975758	3.995716837	0.295326028	0.038520786	"['FEN1', 'CDCA5', 'MND1', 'CDC6', 'TRIAP1', 'ZWINT', 'NME1', 'CCNA2', 'CDK1', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5']"	ARCHS4 (coexpressed genes)	upregulated
CHEK1_human_kinase_ARCHS4_coexpression	-1.258084273	4.097023497	0.295326028	0.038520786	"['FEN1', 'CDCA5', 'MND1', 'CDC6', 'ZWINT', 'CDC25A', 'NME1', 'CCNA2', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
PRKACB_human_kinase_ARCHS4_coexpression	-1.194972343	3.891495882	0.263962109	0.038520786	"['CADM3', 'PRUNE2', 'PHYHIP', 'SLC8A1', 'STXBP5L', 'PTPRD', 'RIMS1', 'RCAN2', 'CNTN1', 'SPARCL1', 'MICU3', 'DYNC1I1', 'ANKS1B']"	ARCHS4 (coexpressed genes)	downregulated
EPHA1_human_kinase_ARCHS4_coexpression	-1.325300448	4.315916821	0.295326028	0.038520786	"['PALM3', 'HMGA1', 'CBLC', 'KLHDC7A', 'LSR', 'CDC6', 'CDC25A', 'SPINT1', 'RAB25', 'SCNN1A', 'PRSS8', 'AP1M2', 'CRB3']"	ARCHS4 (coexpressed genes)	upregulated
EGFR_human_kinase_ARCHS4_coexpression	-1.164152636	3.791129743	0.263962109	0.038520786	"['SRPX', 'DTNA', 'EYA4', 'KRT5', 'PTN', 'KRT17', 'PMP22', 'GRB10', 'SPARCL1', 'FLNA', 'ITGA7', 'CRYAB', 'MATN2']"	ARCHS4 (coexpressed genes)	downregulated
ERN2_human_kinase_ARCHS4_coexpression	-1.391121334	4.530266308	0.295326028	0.038520786	"['CDS1', 'ST14', 'ITLN1', 'FOXJ1', 'KRT20', 'TMEM125', 'KLF5', 'TMEM54', 'PRR15L', 'SCNN1A', 'B3GNT3', 'MYH14', 'CAPS']"	ARCHS4 (coexpressed genes)	upregulated
SGK2_human_kinase_ARCHS4_coexpression	-1.217567867	3.965079502	0.295326028	0.038520786	"['CEBPA', 'SOWAHB', 'KRT20', 'INHBC', 'RNF128', 'TMEM54', 'TST', 'SCD', 'PRR15L', 'RP11-400G3.5', 'APOC1', 'MYH14', 'UGT1A4']"	ARCHS4 (coexpressed genes)	upregulated
PRKD1_human_kinase_ARCHS4_coexpression	-1.342791084	4.37287608	0.263962109	0.038520786	"['HFM1', 'FAM13B', 'PRUNE2', 'IFIT6P', 'ARHGAP6', 'STXBP5L', 'CYP39A1', 'ADGRB3', 'ZNF418', 'GRB10', 'COL21A1', 'TLL1', 'GTF2H2B']"	ARCHS4 (coexpressed genes)	downregulated
TAOK1_human_kinase_ARCHS4_coexpression	-1.312340293	4.273711335	0.263962109	0.038520786	"['RP11-123K3.4', 'SYNM', 'LMOD1', 'LIFR', 'RP11-403I13.4', 'SLC8A1', 'PTPRD', 'BMS1P7', 'NBEA', 'AKT3', 'CTD-2547E10.6', 'UTRN', 'CDR1']"	ARCHS4 (coexpressed genes)	downregulated
ACVR2B_human_kinase_ARCHS4_coexpression	-1.337116354	4.354395997	0.263962109	0.038520786	"['NLGN4X', 'MSANTD3-TMEFF1', 'TMEM252', 'ELAVL2', 'SFRP1', 'SFRP2', 'ZEB1', 'ADAMTS19', 'DPYSL3', 'ZNF208', 'CACHD1', 'ROR1', 'AASS']"	ARCHS4 (coexpressed genes)	downregulated
EPHA3_human_kinase_ARCHS4_coexpression	-1.403704424	4.571243861	0.263962109	0.038520786	"['KHDRBS2', 'NLGN4X', 'CACNA2D1', 'SORBS2', 'ELAVL2', 'PTPRD', 'EPB41L5', 'ZEB1', 'ADGRB3', 'MAP1B', 'IL1RAPL1', 'NCAM1', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
PAK5_human_kinase_ARCHS4_coexpression	-1.299238818	4.231045632	0.263962109	0.038520786	"['MSANTD3-TMEFF1', 'SOBP', 'ELAVL2', 'PTPRD', 'REEP1', 'NBEA', 'MAP1B', 'DPYSL3', 'AKT3', 'FXYD6', 'NCAM1', 'ANKS1B', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
MINK1	0.182054412	-0.583522329	0.216314863	0.04055045	"['ACTA2', 'MAP1B']"	KEA (experimentally validated targets)	downregulated
PKN1	0.019686146	-0.063098199	0.216314863	0.04055045	"['PPP1R14A', 'CRYAB']"	KEA (experimentally validated targets)	downregulated
MTOR	-0.780760308	2.409242297	0.216314863	0.045695095	"['JUN', 'MAP1B', 'DPYSL3', 'GRB10', 'FLNA']"	KEA (experimentally validated targets)	downregulated
PLK1	-1.144578468	3.531899393	0.342106659	0.045695095	"['TOP2A', 'CDS1', 'BIRC5', 'CDC6', 'PKMYT1']"	KEA (experimentally validated targets)	upregulated
DAPK3	0.0438354	-0.134461018	0.216314863	0.046541674	"['PPP1R14A', 'MYL9']"	KEA (experimentally validated targets)	downregulated
MAPK15	6.313752123	-18.99357446	0.216314863	0.049376219	['JUN']	KEA (experimentally validated targets)	downregulated
TTN	6.776071407	-20.38436326	0.216314863	0.049376219	['FLNA']	KEA (experimentally validated targets)	downregulated
TIE1	8.323396312	-25.03915969	0.216314863	0.049376219	['TEK']	KEA (experimentally validated targets)	downregulated
BUB1	3.628367602	-10.91516881	0.342106659	0.049376219	['CDC20']	KEA (experimentally validated targets)	upregulated
TNIK	12.41233529	-37.33985909	0.216314863	0.049376219	['TNIK']	KEA (experimentally validated targets)	downregulated
TESK2	6.462934065	-19.44235647	0.342106659	0.049376219	['CFL1']	KEA (experimentally validated targets)	upregulated
IRAK3	5.33050352	-16.03568109	0.342106659	0.049376219	['IRAK1']	KEA (experimentally validated targets)	upregulated
PAK2	0.701604434	-2.063151627	0.220937969	0.052832993	"['JUN', 'MYL9']"	KEA (experimentally validated targets)	downregulated
ATR	-0.764465541	2.191160804	0.366055211	0.056911095	"['CDS1', 'CDKN2A', 'E2F1', 'MCM2']"	KEA (experimentally validated targets)	upregulated
