term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
siroheme catabolic process (GO:0046157)	8.502687446	-15.4536533	0.990768183	0.162430962	['UGT1A4']	Gene Ontology Biological Process	upregulated
negative regulation of estrone secretion (GO:2000868)	18.47688249	-33.58177491	0.698848933	0.162430962	['EGF']	Gene Ontology Biological Process	downregulated
sugar efflux transmembrane transporter activity (GO:0015542)	9.462744502	-17.19855913	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
ureter smooth muscle development (GO:0072191)	18.61706402	-33.83655516	0.698848933	0.162430962	['FOXF1']	Gene Ontology Biological Process	downregulated
interleukin-24 receptor binding (GO:0045520)	2.715508063	-4.93544193	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
interleukin-13 receptor binding (GO:0005144)	2.694271304	-4.896844072	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
regulation of smooth muscle cell differentiation (GO:0051150)	25.00423184	-45.44524684	0.698848933	0.162430962	['MYOCD']	Gene Ontology Biological Process	downregulated
arabinose efflux transmembrane transporter activity (GO:0015523)	9.54317834	-17.34474781	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
interleukin-21 receptor binding (GO:0001531)	2.598345642	-4.722498969	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
interleukin-16 receptor binding (GO:0045514)	2.592133087	-4.711207637	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
positive regulation of positive chemotaxis to cAMP (GO:0061122)	24.16150745	-43.9135934	0.698848933	0.162430962	['CNTN1']	Gene Ontology Biological Process	downregulated
cytokine receptor binding (GO:0005126)	2.53957782	-4.615688322	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
skeletal myofibril assembly (GO:0014866)	23.97684592	-43.57797066	0.698848933	0.162430962	['KLHL41']	Gene Ontology Biological Process	downregulated
D-xylose:proton symporter activity (GO:0015519)	9.608876621	-17.46415458	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
spermine transmembrane transporter activity (GO:0000297)	9.768176532	-17.75368252	0.549766332	0.162430962	['AQP1']	Gene Ontology Molecular Function	downregulated
trehalose:proton symporter activity (GO:0044693)	10.16855169	-18.48136527	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
interleukin-15 receptor binding (GO:0016170)	2.779002097	-5.050842478	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
negative regulation of androstenedione secretion (GO:2000838)	18.52704632	-33.67294778	0.698848933	0.162430962	['EGF']	Gene Ontology Biological Process	downregulated
raffinose:proton symporter activity (GO:0015529)	10.20965545	-18.55607143	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
interferon-gamma receptor binding (GO:0005133)	2.529595661	-4.597545726	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
"alcohol dehydrogenase activity, metal ion-independent (GO:0004023)"	10.64613345	-19.34937117	0.549766332	0.162430962	['ADH6']	Gene Ontology Molecular Function	downregulated
cellular response to oscillatory fluid shear stress (GO:0097704)	23.68355594	-43.04491547	0.698848933	0.162430962	['KLF2']	Gene Ontology Biological Process	downregulated
interleukin-14 receptor binding (GO:0005145)	2.497723563	-4.539618118	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
regulation of meiotic nuclear division (GO:0040020)	23.45436854	-42.62836686	0.698848933	0.162430962	['SFRP1']	Gene Ontology Biological Process	downregulated
3-methylbutanol:NAD oxidoreductase activity (GO:0052676)	10.9693119	-19.93674872	0.549766332	0.162430962	['ADH6']	Gene Ontology Molecular Function	downregulated
butanol dehydrogenase activity (GO:1990362)	11.30639056	-20.54938993	0.549766332	0.162430962	['ADH6']	Gene Ontology Molecular Function	downregulated
epithelial cell-cell adhesion involved in epithelium migration (GO:0090137)	23.42550859	-42.57591384	0.698848933	0.162430962	['BVES']	Gene Ontology Biological Process	downregulated
regulation of pentose-phosphate shunt (GO:0043456)	23.25431103	-42.2647619	0.698848933	0.162430962	['ME1']	Gene Ontology Biological Process	downregulated
peptide secretion (GO:0002790)	23.25219788	-42.26092123	0.698848933	0.162430962	['RIMS1']	Gene Ontology Biological Process	downregulated
xanthoxin dehydrogenase activity (GO:0010301)	11.61094569	-21.10291956	0.549766332	0.162430962	['ADH6']	Gene Ontology Molecular Function	downregulated
"alcohol dehydrogenase activity, iron-dependent (GO:0004025)"	10.17982656	-18.50185736	0.549766332	0.162430962	['ADH6']	Gene Ontology Molecular Function	downregulated
vascular endothelial cell response to laminar fluid shear stress (GO:0097700)	25.07278589	-45.56984398	0.698848933	0.162430962	['KLF2']	Gene Ontology Biological Process	downregulated
lactose:proton symporter activity (GO:0015528)	9.2828411	-16.8715843	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
interleukin-33 receptor binding (GO:0002112)	2.818931374	-5.123414026	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
arabinose:proton symporter activity (GO:0015518)	8.966170135	-16.29603411	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
phospholipase binding (GO:0043274)	7.8835552	-14.32837907	0.549766332	0.162430962	['SELE']	Gene Ontology Molecular Function	downregulated
nitric-oxide synthase binding (GO:0050998)	7.832948892	-14.23640199	0.549766332	0.162430962	['DMD']	Gene Ontology Molecular Function	downregulated
maltose:proton symporter activity (GO:0005364)	9.04251238	-16.43478631	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
potassium-transporting ATPase activity (GO:0008556)	9.065387783	-16.47636241	0.549766332	0.162430962	['AQP1']	Gene Ontology Molecular Function	downregulated
receptor antagonist activity (GO:0048019)	6.172089805	-11.21778691	0.789640698	0.162430962	['DKK1']	Gene Ontology Molecular Function	upregulated
hexuronate:cation symporter activity (GO:0015539)	9.103594287	-16.54580281	0.549766332	0.162430962	['SLC2A12']	Gene Ontology Molecular Function	downregulated
Rho GDP-dissociation inhibitor activity (GO:0005094)	5.225065115	-9.496567439	0.789640698	0.162430962	['RANBP1']	Gene Ontology Molecular Function	upregulated
retinal binding (GO:0016918)	4.831912183	-8.782011113	0.789640698	0.162430962	['E2F1']	Gene Ontology Molecular Function	upregulated
activin receptor antagonist activity (GO:0038102)	4.715613002	-8.570637094	0.789640698	0.162430962	['DKK1']	Gene Ontology Molecular Function	upregulated
ribosomal large subunit binding (GO:0043023)	4.312174207	-7.837386189	0.789640698	0.162430962	['ZNF593']	Gene Ontology Molecular Function	upregulated
vascular endothelial cell response to fluid shear stress (GO:0097699)	28.85333231	-52.44099549	0.698848933	0.162430962	['KLF2']	Gene Ontology Biological Process	downregulated
regulation of protein localization to nucleus (GO:1900180)	28.65284378	-52.07660713	0.698848933	0.162430962	['SHH']	Gene Ontology Biological Process	downregulated
"sodium-transporting ATP synthase activity, rotational mechanism (GO:0046932)"	3.703991029	-6.732011913	0.789640698	0.162430962	['ATP13A2']	Gene Ontology Molecular Function	upregulated
"sodium-transporting ATPase activity, rotational mechanism (GO:0046962)"	3.673043025	-6.675763847	0.789640698	0.162430962	['ATP13A2']	Gene Ontology Molecular Function	upregulated
histone H3-K36 trimethylation (GO:0097198)	28.31921227	-51.47023113	0.698848933	0.162430962	['SETD3']	Gene Ontology Biological Process	downregulated
interleukin-35 receptor binding (GO:0070748)	3.341979726	-6.074055567	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
cellular response to fluid shear stress (GO:0071498)	27.05557238	-49.17356283	0.698848933	0.162430962	['KLF2']	Gene Ontology Biological Process	downregulated
interleukin-25 receptor binding (GO:0045521)	3.191466117	-5.800496748	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
interleukin-17 receptor binding (GO:0030367)	3.046470324	-5.536966572	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
neurotrophin receptor binding (GO:0005165)	3.042849346	-5.530385437	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
interleukin-18 receptor binding (GO:0045515)	3.036307942	-5.518496422	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
cellular response to pulsatile fluid shear stress (GO:0097703)	26.78789691	-48.68706208	0.698848933	0.162430962	['KLF2']	Gene Ontology Biological Process	downregulated
potassium-transporting ATPase activity (GO:0008556)	3.000912749	-5.45416558	0.789640698	0.162430962	['ATP13A2']	Gene Ontology Molecular Function	upregulated
interleukin-26 receptor binding (GO:0045522)	2.994087246	-5.441760213	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
histone H4-K20 monomethylation (GO:0034771)	25.14007431	-45.69214083	0.698848933	0.162430962	['SETD3']	Gene Ontology Biological Process	downregulated
interleukin-19 receptor binding (GO:0045516)	2.88806856	-5.249071016	0.789640698	0.162430962	['MIF']	Gene Ontology Molecular Function	upregulated
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	23.07894063	-41.9460258	0.698848933	0.162430962	['TRDN']	Gene Ontology Biological Process	downregulated
GPI-linked ephrin receptor activity (GO:0005004)	8.179805462	-14.86681458	0.549766332	0.162430962	['EPHA7']	Gene Ontology Molecular Function	downregulated
regulation of cell cycle phase transition (GO:1901987)	23.06316351	-41.91735085	0.698848933	0.162430962	['SFRP1']	Gene Ontology Biological Process	downregulated
inositol 2-dehydrogenase activity (GO:0050112)	11.79611946	-21.4394733	0.549766332	0.162430962	['ADH6']	Gene Ontology Molecular Function	downregulated
carnosine biosynthetic process (GO:0035499)	20.2213853	-36.75241265	0.698848933	0.162430962	['DMD']	Gene Ontology Biological Process	downregulated
iron ion transmembrane transport (GO:0034755)	20.12320773	-36.5739747	0.698848933	0.162430962	['SCARA5']	Gene Ontology Biological Process	downregulated
regulation of ATP-dependent RNA helicase activity (GO:1902280)	20.03841566	-36.41986492	0.698848933	0.162430962	['TPM2']	Gene Ontology Biological Process	downregulated
negative regulation of transcription factor import into nucleus (GO:0042992)	19.79791598	-35.98275622	0.698848933	0.162430962	['RAB23']	Gene Ontology Biological Process	downregulated
pancreas morphogenesis (GO:0061113)	19.68264797	-35.77325635	0.698848933	0.162430962	['FOXF1']	Gene Ontology Biological Process	downregulated
positive regulation of mitochondrial fusion (GO:0010636)	19.62853388	-35.67490388	0.698848933	0.162430962	['PID1']	Gene Ontology Biological Process	downregulated
L-type voltage-gated calcium channel complex (GO:1990454)	13.12354678	-23.85207538	0.872060278	0.162430962	['CACNA2D1']	Gene Ontology Cellular Component	downregulated
negative regulation of acetylcholine-gated cation channel activity (GO:1903049)	19.58942369	-35.60382101	0.698848933	0.162430962	['NLGN4X']	Gene Ontology Biological Process	downregulated
regulation of cardiac muscle cell membrane potential (GO:0086036)	19.55750109	-35.54580162	0.698848933	0.162430962	['TRDN']	Gene Ontology Biological Process	downregulated
pancreas development (GO:0031016)	19.54509636	-35.523256	0.698848933	0.162430962	['FOXF1']	Gene Ontology Biological Process	downregulated
positive regulation of activation-induced cell death of T cells (GO:0070237)	19.48603254	-35.41590738	0.698848933	0.162430962	['AQP3']	Gene Ontology Biological Process	downregulated
positive regulation of activated T cell autonomous cell death (GO:0070241)	19.3813804	-35.22570188	0.698848933	0.162430962	['AQP3']	Gene Ontology Biological Process	downregulated
SA node cell action potential (GO:0086015)	20.25046516	-36.80526536	0.698848933	0.162430962	['DMD']	Gene Ontology Biological Process	downregulated
proepicardium cell migration involved in pericardium morphogenesis (GO:0003345)	19.29797749	-35.0741169	0.698848933	0.162430962	['TBX20']	Gene Ontology Biological Process	downregulated
response to kainic acid (GO:1904373)	19.25464489	-34.9953598	0.698848933	0.162430962	['SFRP1']	Gene Ontology Biological Process	downregulated
ureter smooth muscle cell differentiation (GO:0072193)	19.24769143	-34.98272188	0.698848933	0.162430962	['MYOCD']	Gene Ontology Biological Process	downregulated
cellular hyperosmotic salinity response (GO:0071475)	19.19162199	-34.88081555	0.698848933	0.162430962	['AQP1']	Gene Ontology Biological Process	downregulated
peroxisome proliferator activated receptor signaling pathway (GO:0035357)	19.0140793	-34.55813132	0.698848933	0.162430962	['FAM120B']	Gene Ontology Biological Process	downregulated
positive regulation of cholesterol metabolic process (GO:0090205)	18.96181969	-34.46314937	0.698848933	0.162430962	['NR1H4']	Gene Ontology Biological Process	downregulated
sodium ion export across plasma membrane (GO:0098667)	18.88336965	-34.32056624	0.698848933	0.162430962	['ATP1A2']	Gene Ontology Biological Process	downregulated
positive regulation of hormone biosynthetic process (GO:0046886)	18.87008485	-34.29642108	0.698848933	0.162430962	['EGR1']	Gene Ontology Biological Process	downregulated
rhabdomere microvillus membrane (GO:0035997)	7.868975207	-14.3018799	0.999404176	0.162430962	['SLC9A3R1']	Gene Ontology Cellular Component	upregulated
positive regulation of interleukin-1 beta biosynthetic process (GO:0050725)	18.72607201	-34.03467742	0.698848933	0.162430962	['EGR1']	Gene Ontology Biological Process	downregulated
single-strand break repair via homologous recombination (GO:1990396)	18.70944676	-34.004461	0.698848933	0.162430962	['APLF']	Gene Ontology Biological Process	downregulated
negative regulation of meiotic nuclear division (GO:0045835)	18.69484264	-33.97791797	0.698848933	0.162430962	['DUSP1']	Gene Ontology Biological Process	downregulated
negative regulation of platelet aggregation in other organism (GO:0035893)	18.67033721	-33.9333793	0.698848933	0.162430962	['PRKG1']	Gene Ontology Biological Process	downregulated
bleb assembly (GO:0032060)	19.26008733	-35.00525145	0.698848933	0.162430962	['PMP22']	Gene Ontology Biological Process	downregulated
ureter urothelium development (GO:0072190)	23.05319063	-41.89922513	0.698848933	0.162430962	['FOXF1']	Gene Ontology Biological Process	downregulated
regulation of calcium-dependent ATPase activity (GO:1903610)	20.4482357	-37.16471375	0.698848933	0.162430962	['TPM2']	Gene Ontology Biological Process	downregulated
positive regulation of DNA ligase activity (GO:1904877)	20.46106622	-37.18803325	0.698848933	0.162430962	['APLF']	Gene Ontology Biological Process	downregulated
negative regulation of relaxation of cardiac muscle (GO:1901898)	23.03311321	-41.86273435	0.698848933	0.162430962	['PDE4D']	Gene Ontology Biological Process	downregulated
sodium:potassium-exchanging ATPase activity involved in regulation of cardiac muscle cell membrane potential (GO:0086037)	12.65454441	-22.99966254	0.549766332	0.162430962	['ATP1A2']	Gene Ontology Molecular Function	downregulated
vasoconstriction of artery involved in baroreceptor response to lowering of systemic arterial blood pressure (GO:0001987)	22.93232668	-41.67955461	0.698848933	0.162430962	['EDNRA']	Gene Ontology Biological Process	downregulated
negative regulation of smooth muscle cell differentiation (GO:0051151)	22.69034342	-41.2397495	0.698848933	0.162430962	['MYOCD']	Gene Ontology Biological Process	downregulated
fatty acid elongase activity (GO:0009922)	2.122345808	-3.857368216	0.789640698	0.162430962	['FASN']	Gene Ontology Molecular Function	upregulated
purinergic nucleotide receptor activity (GO:0001614)	14.26303648	-25.92310045	0.549766332	0.162430962	['P2RX1']	Gene Ontology Molecular Function	downregulated
regulation of nuclear cell cycle DNA replication (GO:0033262)	22.36398867	-40.64659902	0.698848933	0.162430962	['SFRP1']	Gene Ontology Biological Process	downregulated
5'-flap endonuclease activity (GO:0017108)	1.977722479	-3.594514993	0.789640698	0.162430962	['FEN1']	Gene Ontology Molecular Function	upregulated
epithelial cell-cell adhesion (GO:0090136)	22.30036597	-40.53096462	0.698848933	0.162430962	['BVES']	Gene Ontology Biological Process	downregulated
regulation of membrane depolarization (GO:0003254)	22.27401055	-40.4830636	0.698848933	0.162430962	['FHL1']	Gene Ontology Biological Process	downregulated
venous blood vessel morphogenesis (GO:0048845)	22.07068349	-40.11351621	0.698848933	0.162430962	['FOXF1']	Gene Ontology Biological Process	downregulated
positive regulation of chemokine (C-C motif) ligand 6 secretion (GO:0035537)	21.69826863	-39.43665137	0.698848933	0.162430962	['IL33']	Gene Ontology Biological Process	downregulated
arachidonate 15-lipoxygenase activity (GO:0050473)	8.816088582	-16.02326056	0.549766332	0.162430962	['PTGS2']	Gene Ontology Molecular Function	downregulated
regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000371)	21.14043776	-38.42279253	0.698848933	0.162430962	['TPM2']	Gene Ontology Biological Process	downregulated
regulation of ATPase activity (GO:0043462)	20.60323372	-37.446423	0.698848933	0.162430962	['TPM2']	Gene Ontology Biological Process	downregulated
negative regulation of heart rate (GO:0010459)	21.33225247	-38.77141619	0.698848933	0.162430962	['PDE4D']	Gene Ontology Biological Process	downregulated
embryonic heart tube formation (GO:0003144)	21.2452631	-38.61331281	0.698848933	0.162430962	['TBX20']	Gene Ontology Biological Process	downregulated
regulation of blood vessel remodeling (GO:0060312)	21.20573913	-38.54147792	0.698848933	0.162430962	['HAND2']	Gene Ontology Biological Process	downregulated
helper T cell diapedesis (GO:0035685)	21.18823819	-38.50966993	0.698848933	0.162430962	['CCL2']	Gene Ontology Biological Process	downregulated
regulation of actin-dependent ATPase activity (GO:1904621)	20.61949538	-37.47597861	0.698848933	0.162430962	['TPM2']	Gene Ontology Biological Process	downregulated
negative regulation of exosomal secretion (GO:1903542)	21.38960356	-38.87565193	0.698848933	0.162430962	['IL1RAPL1']	Gene Ontology Biological Process	downregulated
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	20.99013864	-38.14962355	0.698848933	0.162430962	['EPHA7']	Gene Ontology Biological Process	downregulated
"regulation of ATPase activity, uncoupled (GO:1905195)"	20.73200318	-37.68046177	0.698848933	0.162430962	['TPM2']	Gene Ontology Biological Process	downregulated
regulation of meiotic cell cycle process involved in oocyte maturation (GO:1903538)	20.72933132	-37.67560567	0.698848933	0.162430962	['SFRP1']	Gene Ontology Biological Process	downregulated
endoplasmic reticulum tubular network maintenance (GO:0071788)	20.72826013	-37.67365878	0.698848933	0.162430962	['REEP1']	Gene Ontology Biological Process	downregulated
acute inflammatory response (GO:0002526)	-1.510148776	2.740077892	0.698848933	0.16292874	"['SERPINA3', 'TPST1', 'CCL4', 'AOX1', 'CCL2', 'FOS', 'ACKR1', 'SELE']"	Gene Ontology Biological Process	downregulated
regulation of activation of Janus kinase activity (GO:0010533)	-0.744743695	1.350024525	0.990768183	0.163206812	"['SLC9A3R1', 'SPDYE6']"	Gene Ontology Biological Process	upregulated
phospholipid efflux (GO:0033700)	-0.758410651	1.374799122	0.990768183	0.163206812	"['APOC1', 'TRIAP1']"	Gene Ontology Biological Process	upregulated
glucose catabolic process (GO:0006007)	-0.636654616	1.154087441	0.990768183	0.163206812	"['DCXR', 'BPGM']"	Gene Ontology Biological Process	upregulated
regulation of protein tyrosine kinase activity (GO:0061097)	-0.698356051	1.265935921	0.990768183	0.163206812	"['SLC9A3R1', 'SPDYE6']"	Gene Ontology Biological Process	upregulated
modulation by symbiont of host G-protein coupled receptor protein signal transduction (GO:0075118)	1.182649321	-2.143832298	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion (GO:0010969)	1.21224314	-2.197478112	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
type III intermediate filament (GO:0045098)	1.02982018	-1.866793244	0.872060278	0.163206812	"['SYNM', 'KRT5']"	Gene Ontology Cellular Component	downregulated
metalloaminopeptidase activity (GO:0070006)	-0.755737271	1.369952989	0.789640698	0.163206812	"['MMP15', 'DPEP1']"	Gene Ontology Molecular Function	upregulated
calcium-independent phospholipase A2 activity (GO:0047499)	-0.673892578	1.221590077	0.789640698	0.163206812	"['PLA2G2F', 'PAFAH1B3']"	Gene Ontology Molecular Function	upregulated
negative regulation of transcription regulatory region DNA binding (GO:2000678)	1.352955543	-2.452552705	0.698848933	0.163206812	"['JUN', 'GZMA']"	Gene Ontology Biological Process	downregulated
glucose transport (GO:0015758)	1.350304575	-2.447747197	0.698848933	0.163206812	"['EDNRA', 'SORBS1']"	Gene Ontology Biological Process	downregulated
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	1.250294563	-2.266455339	0.698848933	0.163206812	"['EPHA7', 'CORO1C']"	Gene Ontology Biological Process	downregulated
regulation of thrombin-activated receptor signaling pathway (GO:0070494)	1.224621558	-2.219916929	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
regulation of phospholipase C-activating G-protein coupled receptor signaling pathway (GO:1900736)	1.218682029	-2.209150124	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
regulation of G-protein coupled receptor protein signaling pathway in response to host (GO:0075156)	1.205552732	-2.185350161	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
regulation of octopamine or tyramine signaling pathway (GO:2000125)	1.204509142	-2.183458408	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
anaphase-promoting complex (GO:0005680)	0.903394098	-1.637615996	0.999404176	0.163206812	"['CDC20', 'UBE2C']"	Gene Ontology Cellular Component	upregulated
regulation of adenosine receptor signaling pathway (GO:0060167)	1.201234035	-2.177521498	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
right ventricular cardiac muscle tissue morphogenesis (GO:0003221)	1.130656844	-2.049583606	0.698848933	0.163206812	"['TPM1', 'TBX20']"	Gene Ontology Biological Process	downregulated
positive regulation of programmed cell death (GO:0043068)	1.132639676	-2.05317796	0.698848933	0.163206812	"['HBB', 'HBA1']"	Gene Ontology Biological Process	downregulated
signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431)	1.178007899	-2.135418621	0.698848933	0.163206812	"['KANK2', 'FHL1']"	Gene Ontology Biological Process	downregulated
positive regulation of transcription regulatory region DNA binding (GO:2000679)	1.115787472	-2.022629345	0.698848933	0.163206812	"['EGF', 'HAND2']"	Gene Ontology Biological Process	downregulated
regulation of adrenergic receptor signaling pathway (GO:0071877)	1.198449284	-2.172473477	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
modulation by host of symbiont G-protein coupled receptor protein signal transduction (GO:0075087)	1.180653913	-2.140215148	0.698848933	0.163206812	"['RGS5', 'RGS2']"	Gene Ontology Biological Process	downregulated
negative regulation of protein kinase activity by regulation of protein phosphorylation (GO:0044387)	-0.542024605	0.981246405	0.698848933	0.163599234	"['PREX2', 'ADARB1', 'DCN', 'CORO1C']"	Gene Ontology Biological Process	downregulated
regulation of MAPK cascade (GO:0043408)	-0.08508864	0.153610572	0.698848933	0.164425027	"['MYOC', 'TGFB3', 'CORO1C']"	Gene Ontology Biological Process	downregulated
ATP biosynthetic process (GO:0006754)	-1.432967101	2.586936336	0.990768183	0.164425027	"['MT-ATP6', 'MT-ATP8', 'ATP5J2']"	Gene Ontology Biological Process	upregulated
negative regulation of osteoblast differentiation (GO:0045668)	-0.179620671	0.324269302	0.698848933	0.164425027	"['SFRP1', 'SHH', 'RANBP3L']"	Gene Ontology Biological Process	downregulated
rough endoplasmic reticulum lumen (GO:0048237)	-1.797954437	3.206887857	0.884612091	0.168026878	"['SHH', 'F10', 'COL14A1', 'COL4A6', 'SPARCL1', 'COL21A1', 'PTGS2', 'CHRDL1', 'COL19A1', 'CYR61']"	Gene Ontology Cellular Component	downregulated
non-membrane spanning protein tyrosine kinase activity (GO:0004715)	-0.548627174	0.973709518	0.569572055	0.169515493	"['EPHA7', 'PKDCC', 'EGF', 'TEK', 'FGF10']"	Gene Ontology Molecular Function	downregulated
"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0001205)"	-0.535231448	0.949934636	0.569572055	0.169515493	"['JUN', 'MYOCD', 'FOXF1', 'NR1H4', 'ATF3']"	Gene Ontology Molecular Function	downregulated
extracellular matrix assembly (GO:0085029)	-2.140165157	3.786638707	0.990768183	0.17044872	"['ADAM15', 'SPP1', 'COL10A1', 'LAMC2', 'AGRN', 'MATN4']"	Gene Ontology Biological Process	upregulated
extracellular matrix assembly (GO:0085029)	-1.046044271	1.850787876	0.698848933	0.17044872	"['COL14A1', 'ITGA8', 'COL4A6', 'ITGA7', 'DCN', 'COL19A1']"	Gene Ontology Biological Process	downregulated
negative regulation of JUN kinase activity (GO:0043508)	-0.221839886	0.39236193	0.698848933	0.170559391	"['RGS2', 'DUSP1', 'HIPK3']"	Gene Ontology Biological Process	downregulated
positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589)	-0.131955822	0.23338653	0.698848933	0.170559391	"['NR4A1', 'CNTN1', 'TEK']"	Gene Ontology Biological Process	downregulated
DNA replication initiation (GO:0006270)	-1.39000336	2.458459622	0.990768183	0.170559391	"['TK1', 'KPNA2', 'MCM2']"	Gene Ontology Biological Process	upregulated
negative regulation of sebum secreting cell proliferation (GO:1904003)	-1.922548948	3.399833872	0.698848933	0.17060589	"['KANK2', 'SFRP1', 'BTG2', 'MYOCD', 'SFRP2', 'TGFB3', 'ADAMTS1', 'SPEG', 'ADARB1', 'IGFBP6']"	Gene Ontology Biological Process	downregulated
negative regulation of skeletal muscle cell proliferation (GO:0014859)	-1.919959745	3.395255127	0.698848933	0.17060589	"['KANK2', 'SFRP1', 'BTG2', 'MYOCD', 'SFRP2', 'TGFB3', 'ADAMTS1', 'SPEG', 'ADARB1', 'IGFBP6']"	Gene Ontology Biological Process	downregulated
negative regulation of hair follicle cell proliferation (GO:0071337)	-1.928392004	3.410166727	0.698848933	0.17060589	"['KANK2', 'SFRP1', 'BTG2', 'MYOCD', 'SFRP2', 'TGFB3', 'ADAMTS1', 'SPEG', 'ADARB1', 'IGFBP6']"	Gene Ontology Biological Process	downregulated
negative regulation of synoviocyte proliferation (GO:1901646)	-3.250832083	5.748768601	0.990768183	0.17060589	"['SLC9A3R1', 'CEBPA', 'CDKN2A', 'IGFBP3', 'HMGA1', 'AKR1B1', 'CDC6', 'S100A11', 'NME1', 'HIST1H2AB']"	Gene Ontology Biological Process	upregulated
negative regulation of skeletal muscle cell proliferation (GO:0014859)	-3.251516038	5.749978107	0.990768183	0.17060589	"['SLC9A3R1', 'CEBPA', 'CDKN2A', 'IGFBP3', 'HMGA1', 'AKR1B1', 'CDC6', 'S100A11', 'NME1', 'HIST1H2AB']"	Gene Ontology Biological Process	upregulated
negative regulation of cell proliferation in bone marrow (GO:1903769)	-1.937727278	3.426675217	0.698848933	0.17060589	"['KANK2', 'SFRP1', 'BTG2', 'MYOCD', 'SFRP2', 'TGFB3', 'ADAMTS1', 'SPEG', 'ADARB1', 'IGFBP6']"	Gene Ontology Biological Process	downregulated
negative regulation of synoviocyte proliferation (GO:1901646)	-1.91858027	3.392815665	0.698848933	0.17060589	"['KANK2', 'SFRP1', 'BTG2', 'MYOCD', 'SFRP2', 'TGFB3', 'ADAMTS1', 'SPEG', 'ADARB1', 'IGFBP6']"	Gene Ontology Biological Process	downregulated
negative regulation of germ cell proliferation (GO:1905937)	-1.930552193	3.413986802	0.698848933	0.17060589	"['KANK2', 'SFRP1', 'BTG2', 'MYOCD', 'SFRP2', 'TGFB3', 'ADAMTS1', 'SPEG', 'ADARB1', 'IGFBP6']"	Gene Ontology Biological Process	downregulated
negative regulation of sebum secreting cell proliferation (GO:1904003)	-3.254137572	5.754614025	0.990768183	0.17060589	"['SLC9A3R1', 'CEBPA', 'CDKN2A', 'IGFBP3', 'HMGA1', 'AKR1B1', 'CDC6', 'S100A11', 'NME1', 'HIST1H2AB']"	Gene Ontology Biological Process	upregulated
negative regulation of cell proliferation involved in heart morphogenesis (GO:2000137)	-1.93429859	3.420611928	0.698848933	0.17060589	"['KANK2', 'SFRP1', 'BTG2', 'MYOCD', 'SFRP2', 'TGFB3', 'ADAMTS1', 'SPEG', 'ADARB1', 'IGFBP6']"	Gene Ontology Biological Process	downregulated
